         64297 function calls (63794 primitive calls) in 0.126 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.001    0.000 concat.py:137(is_na)
  269/230    0.000    0.000    0.001    0.000 numeric.py:469(asarray)
      104    0.000    0.000    0.001    0.000 managers.py:1893(<lambda>)
       39    0.001    0.000    0.001    0.000 base.py:3926(contains)
3465/3454    0.001    0.000    0.001    0.000 {issubclass}
       39    0.000    0.000    0.001    0.000 managers.py:591(is_consolidated)
       26    0.000    0.000    0.001    0.000 missing.py:183(_isna_ndarraylike)
      104    0.000    0.000    0.001    0.000 blocks.py:128(_consolidate_key)
      170    0.001    0.000    0.001    0.000 common.py:160(is_sparse)
       91    0.000    0.000    0.001    0.000 common.py:1578(is_bool_dtype)
       13    0.000    0.000    0.001    0.000 pool.py:586(send_message)
      600    0.001    0.000    0.001    0.000 numerictypes.py:293(issubclass_)
       38    0.000    0.000    0.001    0.000 base.py:4051(equals)
       13    0.000    0.000    0.001    0.000 arraysetops.py:151(unique)
       14    0.000    0.000    0.001    0.000 socket.py:227(meth)
       91    0.000    0.000    0.001    0.000 base.py:504(_simple_new)
      169    0.000    0.000    0.001    0.000 inference.py:253(is_list_like)
       13    0.000    0.000    0.001    0.000 message.py:657(_op_msg)
       13    0.000    0.000    0.001    0.000 cursor.py:1066(_unpack_response)
       13    0.000    0.000    0.001    0.000 message.py:1454(unpack_response)
       13    0.001    0.000    0.001    0.000 {method 'sendall' of '_socket.socket' objects}
       78    0.000    0.000    0.001    0.000 function_base.py:4641(append)
       13    0.001    0.000    0.001    0.000 {bson._cbson.decode_all}
       26    0.000    0.000    0.001    0.000 pool.py:979(get_socket)
       78    0.000    0.000    0.001    0.000 numeric.py:203(_convert_scalar_indexer)
       80    0.000    0.000    0.001    0.000 base.py:963(_ndarray_values)
      477    0.000    0.000    0.001    0.000 managers.py:141(<genexpr>)
       13    0.000    0.000    0.001    0.000 construction.py:284(extract_index)
      273    0.000    0.000    0.001    0.000 numeric.py:541(asanyarray)
       76    0.000    0.000    0.001    0.000 common.py:1784(_is_dtype)
       69    0.000    0.000    0.001    0.000 blocks.py:199(mgr_locs)
       13    0.000    0.000    0.001    0.000 message.py:276(as_command)
       26    0.000    0.000    0.001    0.000 {sorted}
       50    0.000    0.000    0.001    0.000 common.py:605(is_string_dtype)
       13    0.000    0.000    0.001    0.000 database.py:237(__getattr__)
        1    0.000    0.000    0.001    0.001 concat.py:440(_get_new_axes)
      183    0.001    0.000    0.001    0.000 {numpy.concatenate}
       27    0.000    0.000    0.001    0.000 managers.py:306(_verify_integrity)
      395    0.000    0.000    0.001    0.000 range.py:510(__len__)
      204    0.000    0.000    0.001    0.000 {pandas._libs.lib.values_from_object}
       13    0.000    0.000    0.001    0.000 contextlib.py:21(__exit__)
       13    0.000    0.000    0.001    0.000 database.py:251(__getitem__)
       13    0.000    0.000    0.001    0.000 arraysetops.py:299(_unique1d)
        1    0.000    0.000    0.001    0.001 concat.py:464(_get_comb_axis)
       39    0.000    0.000    0.001    0.000 numerictypes.py:602(find_common_type)
        1    0.000    0.000    0.001    0.001 api.py:44(_get_objs_combined_axis)
       13    0.000    0.000    0.001    0.000 collection.py:75(__init__)
      210    0.001    0.000    0.001    0.000 {numpy.empty}
       13    0.000    0.000    0.001    0.000 mongo_client.py:1555(_ensure_session)
       13    0.000    0.000    0.001    0.000 {pymongo._cmessage._op_msg}
        1    0.000    0.000    0.001    0.001 api.py:87(_get_combined_index)
       78    0.000    0.000    0.001    0.000 generic.py:3056(_get_item_cache)
       13    0.000    0.000    0.001    0.000 mongo_client.py:1506(__start_session)
       45    0.000    0.000    0.001    0.000 base.py:2650(get_loc)
        1    0.000    0.000    0.001    0.001 api.py:128(_union_indexes)
       78    0.000    0.000    0.001    0.000 base.py:2849(_convert_scalar_indexer)
       41    0.000    0.000    0.001    0.000 base.py:646(<lambda>)
     1034    0.001    0.000    0.001    0.000 {hasattr}
       24    0.000    0.000    0.001    0.000 missing.py:360(array_equivalent)
       50    0.000    0.000    0.001    0.000 common.py:634(condition)
       78    0.000    0.000    0.000    0.000 numerictypes.py:578(_can_coerce_all)
       13    0.000    0.000    0.000    0.000 pool.py:1053(return_socket)
       52    0.000    0.000    0.000    0.000 cast.py:1193(construct_1d_object_array_from_listlike)
       13    0.000    0.000    0.000    0.000 collection.py:1266(find)
      612    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       66    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      384    0.000    0.000    0.000    0.000 common.py:1981(pandas_dtype)
      750    0.000    0.000    0.000    0.000 common.py:119(<lambda>)
       13    0.000    0.000    0.000    0.000 topology.py:217(select_server)
       78    0.000    0.000    0.000    0.000 fromnumeric.py:1583(ravel)
      167    0.000    0.000    0.000    0.000 common.py:1809(_get_dtype)
       14    0.000    0.000    0.000    0.000 base.py:5408(default_index)
       13    0.000    0.000    0.000    0.000 cursor.py:112(__init__)
       78    0.000    0.000    0.000    0.000 series.py:490(get_values)
       78    0.000    0.000    0.000    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
       13    0.000    0.000    0.000    0.000 message.py:181(_gen_find_command)
       26    0.000    0.000    0.000    0.000 numeric.py:676(require)
       13    0.000    0.000    0.000    0.000 construction.py:684(_try_cast)
      156    0.000    0.000    0.000    0.000 base.py:3918(__contains__)
       91    0.000    0.000    0.000    0.000 shape_base.py:83(atleast_2d)
       52    0.000    0.000    0.000    0.000 dtypes.py:786(construct_from_string)
       13    0.000    0.000    0.000    0.000 topology.py:157(select_servers)
       13    0.000    0.000    0.000    0.000 contextlib.py:15(__enter__)
       13    0.000    0.000    0.000    0.000 cast.py:832(maybe_castable)
       39    0.000    0.000    0.000    0.000 cast.py:1123(cast_scalar_to_array)
       52    0.000    0.000    0.000    0.000 dtypes.py:929(construct_from_string)
       61    0.000    0.000    0.000    0.000 common.py:131(is_object_dtype)
      130    0.000    0.000    0.000    0.000 common.py:1545(is_float_dtype)
      104    0.000    0.000    0.000    0.000 _internal.py:886(npy_ctypes_check)
