         7577645 function calls (7535716 primitive calls) in 22.257 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2470    0.002    0.000    0.025    0.000 managers.py:729(<lambda>)
     2401    0.002    0.000    0.025    0.000 common.py:1078(is_datetime64_any_dtype)
    44704    0.018    0.000    0.025    0.000 common.py:1809(_get_dtype)
     5460    0.006    0.000    0.025    0.000 config.py:78(_get_single_key)
      262    0.008    0.000    0.024    0.000 managers.py:1019(set)
    10982    0.007    0.000    0.024    0.000 missing.py:105(_isna_new)
     2470    0.003    0.000    0.023    0.000 base.py:700(view)
     3129    0.005    0.000    0.023    0.000 blocks.py:2094(__init__)
    25863    0.023    0.000    0.023    0.000 generic.py:5053(__getattr__)
    50600    0.014    0.000    0.022    0.000 common.py:119(<lambda>)
     3671    0.006    0.000    0.022    0.000 blocks.py:2626(__init__)
     1950    0.003    0.000    0.022    0.000 base.py:2254(union)
     1594    0.005    0.000    0.022    0.000 numeric.py:34(__new__)
     1985    0.008    0.000    0.021    0.000 numpy_.py:35(__init__)
     1498    0.012    0.000    0.020    0.000 {pandas._libs.lib.infer_dtype}
     7134    0.012    0.000    0.020    0.000 base.py:3918(__contains__)
      603    0.001    0.000    0.020    0.000 common.py:1320(is_datetimelike_v_numeric)
    22278    0.005    0.000    0.019    0.000 managers.py:141(<genexpr>)
     2618    0.003    0.000    0.019    0.000 datetimes.py:686(_assert_tzawareness_compat)
     8063    0.007    0.000    0.019    0.000 common.py:868(is_integer_dtype)
     2515    0.008    0.000    0.018    0.000 base.py:504(_simple_new)
     4630    0.016    0.000    0.018    0.000 _validators.py:325(validate_fillna_kwargs)
     7572    0.003    0.000    0.018    0.000 format.py:1392(<genexpr>)
     5136    0.005    0.000    0.018    0.000 common.py:1545(is_float_dtype)
      260    0.001    0.000    0.018    0.000 format.py:307(adjoin)
      260    0.003    0.000    0.017    0.000 printing.py:15(adjoin)
     2267    0.004    0.000    0.017    0.000 common.py:1578(is_bool_dtype)
     3900    0.002    0.000    0.017    0.000 generic.py:4341(<genexpr>)
      134    0.000    0.000    0.016    0.000 function_base.py:4641(append)
     3980    0.008    0.000    0.016    0.000 numeric.py:2656(seterr)
    13842    0.016    0.000    0.016    0.000 {numpy.empty}
     9582    0.005    0.000    0.016    0.000 series.py:476(_values)
      143    0.000    0.000    0.016    0.000 cursor.py:1066(_unpack_response)
     4890    0.007    0.000    0.016    0.000 inference.py:381(is_dict_like)
      144    0.000    0.000    0.015    0.000 message.py:1454(unpack_response)
    13410    0.011    0.000    0.015    0.000 generic.py:363(_get_axis_name)
      145    0.014    0.000    0.015    0.000 {bson._cbson.decode_all}
    66130    0.015    0.000    0.015    0.000 blocks.py:308(dtype)
     7052    0.003    0.000    0.015    0.000 format.py:1401(just)
      143    0.001    0.000    0.015    0.000 message.py:305(get_message)
     5756    0.008    0.000    0.015    0.000 datetimes.py:1979(_validate_dt64_dtype)
    13350    0.007    0.000    0.015    0.000 datetimes.py:538(tz)
      260    0.001    0.000    0.014    0.000 missing.py:259(notna)
     2676    0.012    0.000    0.014    0.000 dtypes.py:786(construct_from_string)
    12852    0.014    0.000    0.014    0.000 {method 'copy' of 'numpy.ndarray' objects}
      260    0.003    0.000    0.014    0.000 format.py:202(_get_footer)
     8857    0.014    0.000    0.014    0.000 dtypes.py:452(construct_from_string)
     2315    0.003    0.000    0.014    0.000 ops.py:1447(_align_method_SERIES)
     4046    0.009    0.000    0.014    0.000 printing.py:185(as_escaped_unicode)
      260    0.002    0.000    0.013    0.000 subprocess.py:496(_get_handles)
    31319    0.013    0.000    0.013    0.000 blocks.py:89(_check_ndim)
     6760    0.007    0.000    0.013    0.000 dtypes.py:672(construct_from_string)
     2346    0.013    0.000    0.013    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
      521    0.002    0.000    0.013    0.000 base.py:1117(__iter__)
     1728    0.001    0.000    0.013    0.000 managers.py:1893(<lambda>)
      260    0.001    0.000    0.013    0.000 arraysetops.py:151(unique)
     1592    0.006    0.000    0.012    0.000 numeric.py:676(require)
  390/130    0.001    0.000    0.012    0.000 {operator.lt}
    10942    0.012    0.000    0.012    0.000 {numpy.arange}
     1728    0.004    0.000    0.012    0.000 blocks.py:128(_consolidate_key)
      780    0.001    0.000    0.012    0.000 format.py:338(_get_adjustment)
     1990    0.002    0.000    0.012    0.000 numeric.py:3058(__enter__)
      852    0.001    0.000    0.012    0.000 ops.py:1591(_comp_method_OBJECT_ARRAY)
      733    0.002    0.000    0.012    0.000 blocks.py:3131(_merge_blocks)
    71429    0.012    0.000    0.012    0.000 blocks.py:195(mgr_locs)
    17630    0.005    0.000    0.012    0.000 utf_8.py:15(decode)
     4932    0.004    0.000    0.011    0.000 common.py:1784(_is_dtype)
    10579    0.005    0.000    0.011    0.000 {method 'decode' of 'str' objects}
    58162    0.011    0.000    0.011    0.000 managers.py:1488(_block)
      260    0.002    0.000    0.011    0.000 format.py:165(__init__)
     1950    0.003    0.000    0.011    0.000 base.py:4071(identical)
     9582    0.008    0.000    0.011    0.000 managers.py:1549(internal_values)
     3901    0.001    0.000    0.011    0.000 base.py:2590(_assert_can_do_setop)
     2947    0.002    0.000    0.011    0.000 common.py:605(is_string_dtype)
     1179    0.011    0.000    0.011    0.000 {pandas._libs.algos.take_2d_axis0_bool_bool}
    20350    0.008    0.000    0.011    0.000 inference.py:438(is_hashable)
     4163    0.002    0.000    0.010    0.000 managers.py:1844(_asarray_compat)
    50600    0.010    0.000    0.010    0.000 common.py:117(classes)
      263    0.001    0.000    0.010    0.000 frame.py:3565(_sanitize_column)
    16855    0.010    0.000    0.010    0.000 {method 'view' of 'numpy.ndarray' objects}
      260    0.000    0.000    0.010    0.000 blocks.py:725(_try_coerce_and_cast_result)
     2472    0.006    0.000    0.010    0.000 range.py:136(_simple_new)
     3937    0.002    0.000    0.010    0.000 {sum}
     3157    0.004    0.000    0.009    0.000 generic.py:3070(_set_as_cached)
     2618    0.007    0.000    0.009    0.000 datetimelike.py:722(_isnan)
     5496    0.009    0.000    0.009    0.000 {method 'view' of 'numpy.generic' objects}
     5236    0.007    0.000    0.009    0.000 datetimes.py:353(_simple_new)
      521    0.001    0.000    0.009    0.000 common.py:702(is_datetimelike)
      852    0.009    0.000    0.009    0.000 {pandas._libs.ops.scalar_compare}
      922    0.002    0.000    0.009    0.000 common.py:222(asarray_tuplesafe)
      144    0.001    0.000    0.009    0.000 message.py:657(_op_msg)
     6483    0.007    0.000    0.009    0.000 generic.py:349(_get_axis_number)
     5460    0.004    0.000    0.009    0.000 config.py:602(_warn_if_deprecated)
      143    0.000    0.000    0.009    0.000 pool.py:586(send_message)
     2843    0.001    0.000    0.009    0.000 series.py:591(__len__)
      288    0.001    0.000    0.009    0.000 pool.py:979(get_socket)
      151    0.000    0.000    0.009    0.000 socket.py:227(meth)
    27890    0.004    0.000    0.008    0.000 {hash}
      520    0.008    0.000    0.008    0.000 {_subprocess.CreatePipe}
    21113    0.008    0.000    0.008    0.000 series.py:382(_set_subtyp)
      260    0.002    0.000    0.008    0.000 missing.py:183(_isna_ndarraylike)
     1458    0.008    0.000    0.008    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
     2080    0.001    0.000    0.008    0.000 generic.py:5140(_consolidate)
      260    0.001    0.000    0.008    0.000 blocks.py:676(_try_cast_result)
     4187    0.004    0.000    0.008    0.000 _dtype.py:190(_datetime_metadata_str)
    10920    0.008    0.000    0.008    0.000 config.py:561(_get_deprecated_option)
     4918    0.002    0.000    0.008    0.000 series.py:434(values)
     2069    0.002    0.000    0.008    0.000 common.py:1198(is_datetime_or_timedelta_dtype)
      145    0.008    0.000    0.008    0.000 {method 'sendall' of '_socket.socket' objects}
    10513    0.005    0.000    0.008    0.000 managers.py:911(consolidate)
     1990    0.002    0.000    0.008    0.000 numeric.py:3063(__exit__)
     7052    0.003    0.000    0.008    0.000 {method 'decode' of 'unicode' objects}
     4688    0.003    0.000    0.008    0.000 {pandas._libs.lib.values_from_object}
     4265    0.004    0.000    0.008    0.000 ops.py:66(_maybe_match_name)
      263    0.001    0.000    0.008    0.000 {sorted}
      260    0.001    0.000    0.008    0.000 cast.py:65(maybe_downcast_to_dtype)
      927    0.001    0.000    0.008    0.000 {map}
    40401    0.007    0.000    0.007    0.000 {method 'get' of 'dict' objects}
     2676    0.004    0.000    0.007    0.000 dtypes.py:929(construct_from_string)
      260    0.007    0.000    0.007    0.000 {pandas._libs.lib.map_infer}
      260    0.000    0.000    0.007    0.000 blocks.py:213(make_block)
      130    0.003    0.000    0.007    0.000 {pandas._libs.lib.clean_index_list}
     5182    0.004    0.000    0.007    0.000 base.py:3608(values)
    11990    0.004    0.000    0.007    0.000 managers.py:376(<dictcomp>)
    10812    0.005    0.000    0.007    0.000 managers.py:308(<genexpr>)
     2315    0.001    0.000    0.007    0.000 ops.py:1787(na_op)
    17630    0.007    0.000    0.007    0.000 {_codecs.utf_8_decode}
      260    0.005    0.000    0.007    0.000 terminal.py:69(_get_terminal_size_windows)
    43529    0.007    0.000    0.007    0.000 {method 'append' of 'list' objects}
     5460    0.004    0.000    0.007    0.000 config.py:589(_translate_key)
      134    0.000    0.000    0.007    0.000 fromnumeric.py:1583(ravel)
    16556    0.005    0.000    0.007    0.000 base.py:652(__len__)
     5460    0.005    0.000    0.007    0.000 config.py:546(_get_root)
     1464    0.002    0.000    0.007    0.000 missing.py:360(array_equivalent)
     1157    0.007    0.000    0.007    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
    10040    0.003    0.000    0.006    0.000 inference.py:406(<genexpr>)
      391    0.002    0.000    0.006    0.000 base.py:566(_shallow_copy)
      260    0.002    0.000    0.006    0.000 format.py:1138(_format_strings)
    10737    0.004    0.000    0.006    0.000 common.py:127(<lambda>)
     1179    0.006    0.000    0.006    0.000 {pandas._libs.algos.take_2d_axis0_int32_int32}
      144    0.005    0.000    0.006    0.000 {pymongo._cmessage._op_msg}
     2004    0.002    0.000    0.006    0.000 common.py:923(is_signed_integer_dtype)
    11342    0.005    0.000    0.006    0.000 _validators.py:221(validate_bool_kwarg)
